eo_number,document_number,title,president,signing_date,publication_date,citation,body_char_count,pdf_url,raw_text_url,summary,primary_topic,primary_topic_as_extracted,topic_other_reason,secondary_topics,instrument,instrument_other_reason,finish_reason
13942,2020-17699,"Addressing the Threat Posed by TikTok, and Taking Additional Steps To Address the National Emergency With Respect to the Information and Communications Technology and Services Supply Chain",Donald Trump,2020-08-06,2020-08-11,85 FR 48637,8318,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17699.pdf,https://www.federalregister.gov/documents/full_text/text/2020/08/11/2020-17699.txt,Executive Order 13942 imposes sanctions on transactions involving ByteDance Ltd. (TikTok) and requires the Secretary of Commerce to identify those transactions within 45 days.,technology_and_research,,"The order addresses the information and communications technology and services supply chain, specifically the TikTok application.",[],imposes_sanctions,,stop
13943,2020-17700,"Addressing the Threat Posed by WeChat, and Taking Additional Steps To Address the National Emergency With Respect to the Information and Communications Technology and Services Supply Chain",Donald Trump,2020-08-06,2020-08-11,85 FR 48641,8842,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17700.pdf,https://www.federalregister.gov/documents/full_text/text/2020/08/11/2020-17700.txt,"Executive Order 13943 prohibits transactions with Tencent Holdings Ltd. and its subsidiaries related to the WeChat application, effective 45 days after the order. It tasks the Secretary of Commerce with identifying prohibited transactions and authorizing the adoption of rules under IEEPA to enforce the ban. The order invokes the International Emergency Economic Powers Act, the National Emergencies Act, and section 301 of title 3, United States Code, and requires all federal agencies to implement the measures.",security_and_defense,,,"[""economy_and_finance"", ""technology_and_research"", ""foreign_policy""]",imposes_sanctions,,stop
13944,2020-18012,"Combating Public Health Emergencies and Strengthening National Security by Ensuring Essential Medicines, Medical Countermeasures, and Critical Inputs Are Made in the United States",Donald Trump,2020-08-06,2020-08-14,85 FR 49929,25678,https://www.govinfo.gov/content/pkg/FR-2020-08-14/pdf/2020-18012.pdf,https://www.federalregister.gov/documents/full_text/text/2020/08/14/2020-18012.txt,"Executive Order 13944 directs federal agencies to give themselves authority to prioritize and procure domestically‑produced essential medicines, medical countermeasures and critical inputs, and it sets multiple reporting and action deadlines.",health,,,[],delegates_authority,,stop
13945,2020-18015,Fighting the Spread of COVID-19 by Providing Assistance to Renters and Homeowners,Donald Trump,2020-08-08,2020-08-14,85 FR 49935,8427,https://www.govinfo.gov/content/pkg/FR-2020-08-14/pdf/2020-18015.pdf,https://www.federalregister.gov/documents/full_text/text/2020/08/14/2020-18015.txt,"Executive Order 13945 directs senior officials to consider, identify funding for, and take action to prevent residential evictions and foreclosures caused by COVID‑19‑related financial hardship.",health,,,[],delegates_authority,,stop
13946,2020-19032,Targeting Opportunity Zones and Other Distressed Communities for Federal Site Locations,Donald Trump,2020-08-24,2020-08-27,85 FR 52879,5937,https://www.govinfo.gov/content/pkg/FR-2020-08-27/pdf/2020-19032.pdf,https://www.federalregister.gov/documents/full_text/text/2020/08/27/2020-19032.txt,Executive Order 13946 amends two prior executive orders and delegates implementation authority to the Administrator of General Services.,government_administration,,,[],revokes_or_amends,,stop
13947,2020-20887,Lowering Drug Prices by Putting America First,Donald Trump,2020-07-24,2020-09-18,85 FR 59171,6486,https://www.govinfo.gov/content/pkg/FR-2020-09-18/pdf/2020-20887.pdf,https://www.federalregister.gov/documents/full_text/text/2020/09/18/2020-20887.txt,"Executive Order 13947 directs the Secretary of Health and Human Services to promptly develop and test a payment model that limits Medicare Part B payments for high‑cost prescription drugs and biologics to the most‑favored‑nation price, aiming to reduce drug costs for seniors and the federal government.",health,,,"[""economy_and_finance"", ""government_administration""]",delegates_authority,,stop
13948,2020-21129,Lowering Drug Prices by Putting America First,Donald Trump,2020-09-13,2020-09-23,85 FR 59649,7161,https://www.govinfo.gov/content/pkg/FR-2020-09-23/pdf/2020-21129.pdf,https://www.federalregister.gov/documents/full_text/text/2020/09/23/2020-21129.txt,Executive Order 13948 revokes EO 13947 and delegates to the Secretary of HHS the authority to develop and implement rulemaking plans for Medicare payment models that cap Part B and Part D drug payments at the most‑favored‑nation price.,health,,,"[""government_administration""]",delegates_authority,,stop
13949,2020-21160,Blocking Property of Certain Persons With Respect to the Conventional Arms Activities of Iran,Donald Trump,2020-09-21,2020-09-23,85 FR 60043,13662,https://www.govinfo.gov/content/pkg/FR-2020-09-23/pdf/2020-21160.pdf,https://www.federalregister.gov/documents/full_text/text/2020/09/23/2020-21160.txt,Executive Order 13949 blocks property of persons involved in Iran’s conventional arms activities and imposes related sanctions.,foreign_policy,,,[],imposes_sanctions,,stop
13950,2020-21534,Combating Race and Sex Stereotyping,Donald Trump,2020-09-22,2020-09-28,85 FR 60683,29834,https://www.govinfo.gov/content/pkg/FR-2020-09-28/pdf/2020-21534.pdf,https://www.federalregister.gov/documents/full_text/text/2020/09/28/2020-21534.txt,"Executive Order 13950 directs federal agencies, the Uniformed Services, contractors and grant recipients to prohibit “race or sex stereotyping” and related “divisive concepts,” and it assigns new enforcement and reporting duties to several officials and offices.",justice_and_law_enforcement,,,[],delegates_authority,,stop
13951,2020-21914,An America-First Healthcare Plan,Donald Trump,2020-09-24,2020-10-01,85 FR 62179,36465,https://www.govinfo.gov/content/pkg/FR-2020-10-01/pdf/2020-21914.pdf,https://www.federalregister.gov/documents/full_text/text/2020/10/01/2020-21914.txt,"Executive Order 13951 directs the Secretaries of Treasury, Labor, Health and Human Services, Veterans Affairs, and other officials to maintain and expand existing actions that increase healthcare choice, lower costs, and improve quality. It sets deadlines for the Secretary of Health and Human Services to work with Congress on surprise‑billing legislation, to take administrative action if needed, and to update the Medicare.gov Hospital Compare website within 180 days. The order also reaffirms commitments to expand access to affordable medicines, promote medical innovation, and reduce waste, fraud, and abuse in the healthcare system.",health,,,"[""government_administration"", ""economy_and_finance"", ""technology_and_research""]",delegates_authority,,stop
13952,2020-21960,Protecting Vulnerable Newborn and Infant Children,Donald Trump,2020-09-25,2020-10-02,85 FR 62187,9344,https://www.govinfo.gov/content/pkg/FR-2020-10-02/pdf/2020-21960.pdf,https://www.federalregister.gov/documents/full_text/text/2020/10/02/2020-21960.txt,"Executive Order 13952 directs the Secretary of Health and Human Services to enforce existing federal laws that protect newborn and infant children, to investigate complaints, to take enforcement actions, to prioritize funding for research and training, and to issue guidance as needed.",health,,,[],delegates_authority,,stop
13953,2020-22064,Addressing the Threat to the Domestic Supply Chain From Reliance on Critical Minerals From Foreign Adversaries and Supporting the Domestic Mining and Processing Industries,Donald Trump,2020-09-30,2020-10-05,85 FR 62539,23059,https://www.govinfo.gov/content/pkg/FR-2020-10-05/pdf/2020-22064.pdf,https://www.federalregister.gov/documents/full_text/text/2020/10/05/2020-22064.txt,"Executive Order 13953 directs multiple federal agencies to investigate, report on, and develop policy for domestic critical‑mineral supply chains and amends a prior order on critical minerals.",energy_and_environment,,,[],directs_report_or_study,,stop
13954,2020-22510,Saving Lives Through Increased Support for Mental- and Behavioral-Health Needs,Donald Trump,2020-10-03,2020-10-08,85 FR 63977,9610,https://www.govinfo.gov/content/pkg/FR-2020-10-08/pdf/2020-22510.pdf,https://www.federalregister.gov/documents/full_text/text/2020/10/08/2020-22510.txt,"Executive Order 13954 establishes the Coronavirus Mental Health Working Group to coordinate a whole‑of‑government response to mental‑ and behavioral‑health challenges heightened by the COVID‑19 pandemic, directs agencies to examine and adjust grant programs, and requires the Working Group to submit a coordination report within 45 days.",health,,,"[""government_administration""]",creates_body,,stop
13955,2020-23115,Establishing the One Trillion Trees Interagency Council,Donald Trump,2020-10-13,2020-10-16,85 FR 65643,10094,https://www.govinfo.gov/content/pkg/FR-2020-10-16/pdf/2020-23115.pdf,https://www.federalregister.gov/documents/full_text/text/2020/10/16/2020-23115.txt,Executive Order 13955 establishes the United States One Trillion Trees Interagency Council to coordinate federal activities supporting the global One Trillion Trees initiative.,energy_and_environment,,,[],creates_body,,stop
13956,2020-23116,Modernizing America's Water Resource Management and Water Infrastructure,Donald Trump,2020-10-13,2020-10-16,85 FR 65647,16037,https://www.govinfo.gov/content/pkg/FR-2020-10-16/pdf/2020-23116.pdf,https://www.federalregister.gov/documents/full_text/text/2020/10/16/2020-23116.txt,"Executive Order 13956 creates an interagency Water Subcabinet and directs a series of coordinated actions, reports, and recommendations on water resource management and infrastructure with specific deadlines.",energy_and_environment,,,[],creates_body,,stop
13957,2020-23780,Creating Schedule F in the Excepted Service,Donald Trump,2020-10-21,2020-10-26,85 FR 67631,17609,https://www.govinfo.gov/content/pkg/FR-2020-10-26/pdf/2020-23780.pdf,https://www.federalregister.gov/documents/full_text/text/2020/10/26/2020-23780.txt,"Executive Order 13957 creates “Schedule F” in the excepted service for certain confidential, policy‑determining, policy‑making, or policy‑advocating positions, directs the Director of OPM to adopt implementing regulations, and sets agency‑wide review and reporting requirements.",government_administration,,,[],delegates_authority,,stop
13958,2020-24793,Establishing the President's Advisory 1776 Commission,Donald Trump,2020-11-02,2020-11-05,85 FR 70951,14712,https://www.govinfo.gov/content/pkg/FR-2020-11-05/pdf/2020-24793.pdf,https://www.federalregister.gov/documents/full_text/text/2020/11/05/2020-24793.txt,"Executive Order 13958 creates the President’s Advisory 1776 Commission, a body of up to 20 members appointed by the President to promote patriotic education. The order tasks the Secretary of Education with establishing the commission within 120 days, requires the commission to submit a public report within one year, and sets its termination at two years unless extended. It directs all relevant agencies to prioritize federal resources for patriotic education, affirms federal protection of state and local control over curricula, and rejects the Common Core and any national curriculum standards.",education,,,[],creates_body,,stop
