eo_number,document_number,kind,detail,created_at
14012,2021-02563,ungrounded_authorities,"shall, within 60 days of the date of this order, develop a plan describing any agency actions, in furtherance of the policy set forth in section 1 of this order, that they will take to improve the naturalization process.",2026-09-04T20:37:49+00:00
14012,2021-02563,ungrounded_authorities,"Within 180 days of the issuance of the plan developed pursuant to subsection (a) of this section, the Secretary of State, the Attorney General, and the Secretary of Homeland Security shall each submit a report to the President describing the progress in implementing the plan.",2026-09-04T20:37:49+00:00
14012,2021-02563,ungrounded_authorities,"Within 90 days of the date of this order, the Naturalization Working Group shall submit a strategy to the President outlining steps the Federal Government should take to promote naturalization.",2026-09-04T20:37:49+00:00
14059,2021-27505,ungrounded_authorities,"suspend entry into the United States of noncitizens determined to meet any of the criteria in section l(a)-(c) of this order, and for whom the sanctions described in section 2(a)(i) or 2(b)(iii) of this order have been selected, would be detrimental to the interests of the United States, and the ent",2026-09-04T20:37:49+00:00
14059,2021-27505,ungrounded_authorities,"The Secretary of the Treasury, in consultation with the Secretary of State, the Attorney General, and the Secretary of Homeland Security, is authorized to submit recurring and final reports to the Congress on the national emergency declared in this order",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_authorities,"The Attorney General shall, within 240 days of the date of this order, complete a comprehensive review and transmit a report to the President identifying any planned steps to address conditions of confinement",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_authorities,"The Attorney General shall, within 240 days of the date of this order, develop and publish standards for determining whether an entity is an authorized, independent credentialing body",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_authorities,"The Attorney General, the Secretary of HHS, and the Secretary of Homeland Security shall, within 180 days of the date of this order, review and exercise their authority … to award Federal discretionary grants",2026-09-04T20:37:49+00:00
14081,2022-20167,ungrounded_authorities,"The APNSA, in coordination with the Director of OMB, the APEP, the APDP, and the Director of OSTP … shall develop a plan (implementation plan) to implement the recommendations in the reports",2026-09-04T20:37:49+00:00
14160,2025-02007,ungrounded_authorities,"no department or agency of the United States government shall issue documents recognizing United States citizenship, or accept documents issued by State, local, or other governments or authorities purporting to recognize United States citizenship, to persons: (1) when that person's mother was unlawf",2026-09-04T20:37:49+00:00
14190,2025-02232,ungrounded_authorities,"Within 90 days of the date of this order, the Secretary of Education, the Secretary of Defense, and the Secretary of Health and Human Services, in consultation with the Attorney General, shall provide an Ending Indoctrination Strategy to the President.",2026-09-04T20:37:49+00:00
14190,2025-02232,ungrounded_authorities,The Attorney General shall coordinate with State attorneys general and local district attorneys in their efforts to enforce the law and file appropriate actions against K‑12 teachers and school officials who violate the law.,2026-09-04T20:37:49+00:00
14198,2025-02479,ungrounded_authorities,"the exceptions set forth in section 2(a) of the Executive Order of February 1, 2025, are, hereby, withdrawn.",2026-09-04T20:37:49+00:00
14256,2025-06027,ungrounded_authorities,by the authority vested in me as President ... including the International Emergency Economic Powers Act (IEEPA),2026-09-04T20:37:49+00:00
14275,2025-06839,ungrounded_authorities,"Within 180 days of the date of this order, the Administrator shall take appropriate actions to amend the FAR",2026-09-04T20:37:49+00:00
14275,2025-06839,ungrounded_authorities,"Within 20 days of the date of this order, the Director of OMB, in consultation with the Administrator, shall issue a memorandum to agencies",2026-09-04T20:37:49+00:00
14276,2025-07062,ungrounded_authorities,The Secretary of Commerce shall consider revising or rescinding recent expansions of the Seafood Import Monitoring Program,2026-09-04T20:37:49+00:00
14281,2025-07378,ungrounded_authorities,"the Presidential approval of July 25, 1966, of the Department of Justice Title VI regulations ... and the Presidential approval of July 5, 1973, of the Department of Justice Title VI regulations",2026-09-04T20:37:49+00:00
14287,2025-07789,ungrounded_authorities,"the Secretary of Homeland Security, in coordination with the Attorney General, shall develop guidance, rules, or other appropriate mechanisms to ensure eligibility verification for individuals receiving Federal public benefits within a sanctuary jurisdiction",2026-09-04T20:37:49+00:00
14289,2025-07835,ungrounded_authorities,"shall be subject to additional tariffs on that article pursuant to the actions listed in section 2(e) of this order, provided the article otherwise satisfies all conditions necessary for application of those additional tariffs.",2026-09-04T20:37:49+00:00
14291,2025-08134,ungrounded_authorities,The Department of Justice shall provide such funding and administrative and technical support as the Commission may require.,2026-09-04T20:37:49+00:00
14291,2025-08134,ungrounded_authorities,"The Commission shall produce a comprehensive report on the foundations of religious liberty in America, the impact of religious liberty on American society, and current threats to domestic religious liberty.",2026-09-04T20:37:49+00:00
14301,2025-09799,ungrounded_authorities,"the Secretary shall take appropriate action to revise the regulations, guidance, and procedures ... to significantly expedite the review, approval, and deployment of advanced reactors.",2026-09-04T20:37:49+00:00
14301,2025-09799,ungrounded_authorities,the Secretary shall establish a team ... to provide assistance to the applicant to ensure expeditious processing of its application.,2026-09-04T20:37:49+00:00
14309,2025-11473,ungrounded_authorities,"the Secretary shall design and establish a tariff-rate quota for aluminum articles and derivative aluminum articles that are products of the United Kingdom, consistent with the General Terms.",2026-09-04T20:37:49+00:00
14309,2025-11473,ungrounded_authorities,"the Secretary shall design and establish a tariff-rate quota for steel articles and derivative steel articles that are products of the United Kingdom, consistent with the General Terms.",2026-09-04T20:37:49+00:00
14326,2025-15010,ungrounded_authorities,"by the authority vested in me … including the International Emergency Economic Powers Act (IEEPA), the National Emergencies Act, section 604 of the Trade Act of 1974, and section 301 of title 3, United States Code",2026-09-04T20:37:49+00:00
14340,2025-16615,ungrounded_authorities,Nothing in this order shall be construed to impair or otherwise affect the authority granted by law to an executive department or agency,2026-09-04T20:37:49+00:00
14398,2026-06286,ungrounded_authorities,"The Attorney General, in consultation with relevant contracting agencies, shall consider whether to bring actions under the False Claims Act",2026-09-04T20:37:49+00:00
14410,2026-11594,ungrounded_authorities,"5 CFR 6.2 is amended by revising the first sentence to read: ``OPM shall publish at least annually a list of the positions excepted from the competitive service in the following schedules, which constitute parts of this rule:''",2026-09-04T20:37:49+00:00
12901,94-5434,ungrounded_deadlines,"Within 6 months of the submission of the National Trade Estimate Report for 1994 and 1995, the United States Trade Representative shall review United States trade expansion priorities and identify priority foreign country practices.",2026-09-04T20:37:49+00:00
12901,94-5434,ungrounded_deadlines,"Within 21 days of the submission of the report required by paragraph (a) of section 1, the Trade Representative shall initiate investigations under title III, chapter 1, of the Act with respect to all of the priority foreign country practices identified.",2026-09-04T20:37:49+00:00
